Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR31835478,2024-12-26 16:12:10,2024-12-26 16:09:27,9457145,1910343290,9457145,202,1123,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835478/SRR31835478.lite.1,SRX27195867,EF7N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533192,SAMN05330421,simple,7227,Drosophila melanogaster,EF7N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,33CF88CAAD37D702D9ECD3713A969C89,262DF6E10C0866EBAE991D05C24E3A59
SRR31835477,2024-12-26 16:17:42,2024-12-26 16:10:01,16241262,3280734924,16241262,202,2021,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835477/SRR31835477.lite.1,SRX27195868,EF80N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533193,SAMN05330422,simple,7227,Drosophila melanogaster,EF80N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0299BA8BDFCE0EB5E3735949D9DCCE23,DFC2B6D994E2D2D43552B1C029D4A9DF
SRR31887766,2025-01-05 06:09:36,2025-01-05 06:05:48,5187253,1047825106,5187253,202,567,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887766/SRR31887766.lite.1,SRX27246166,EF81N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533194,SAMN05330423,simple,7227,Drosophila melanogaster,EF81N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,DF0BC91498CEFFCC9167E98E12A1DD92,435A1E2332970C2EB1DB6C6F25087A7F
SRR31835475,2024-12-26 16:12:10,2024-12-26 16:06:54,10077090,2035572180,10077090,202,1191,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835475/SRR31835475.lite.1,SRX27195870,EF82N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533195,SAMN05330424,simple,7227,Drosophila melanogaster,EF82N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0AB2E493B48B9AB7097BE7BC285634C7,82A230C4134B50ED94FBAE325CC11ADD
SRR31835474,2024-12-26 16:12:05,2024-12-26 16:07:54,14785721,2986715642,14785721,202,1805,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835474/SRR31835474.lite.1,SRX27195871,EF83N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533196,SAMN05330425,simple,7227,Drosophila melanogaster,EF83N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,14CB7727938167ED865CF805CC9271B0,D19FBD8565D8F8FCF9A8243F3B8BEA5D
SRR31835473,2024-12-26 16:12:03,2024-12-26 16:09:17,12563117,2537749634,12563117,202,1570,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835473/SRR31835473.lite.1,SRX27195872,EF86N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533197,SAMN05330426,simple,7227,Drosophila melanogaster,EF86N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,4BC491A9C32D92CAFB5762F7C56159D8,9A8CF79811C733A33E91138B7D23240E
SRR31835376,2024-12-26 16:12:03,2024-12-26 16:07:14,10289714,2078522228,10289714,202,1209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835376/SRR31835376.lite.1,SRX27195969,EF88N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533198,SAMN05330427,simple,7227,Drosophila melanogaster,EF88N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F677E0765E8B3B2A3880F52754C7388A,8B67BC5F1C163BC411EF589DE36A8689
SRR31835375,2024-12-26 16:12:03,2024-12-26 16:07:48,12091027,2442387454,12091027,202,1496,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835375/SRR31835375.lite.1,SRX27195970,EF8N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533199,SAMN05330428,simple,7227,Drosophila melanogaster,EF8N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,0A8242AC8626A2031D48BF3AECAC2C3A,AA1C6CE2B1CBC6CCC346E9D7E9A3E055
SRR31835374,2024-12-26 16:12:03,2024-12-26 16:07:55,12683822,2562132044,12683822,202,1546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835374/SRR31835374.lite.1,SRX27195971,EF93N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533200,SAMN05330429,simple,7227,Drosophila melanogaster,EF93N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,E046BD4BD7DB4DF5FAA5B1E4503049BF,4285C35101E4A15F588DDC83A2861CDF
SRR31835372,2024-12-26 16:09:46,2024-12-26 16:06:59,8824701,1782589602,8824701,202,1043,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835372/SRR31835372.lite.1,SRX27195973,EF95N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533202,SAMN05330430,simple,7227,Drosophila melanogaster,EF95N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,BCFD6FC96FC4D6940C5B6A8E973FECCA,DE10933A1B71F8360F98A88FCF49EBFE
SRR31835371,2024-12-26 16:12:04,2024-12-26 16:07:23,10934337,2208736074,10934337,202,1359,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835371/SRR31835371.lite.1,SRX27195974,EF96N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533204,SAMN05330431,simple,7227,Drosophila melanogaster,EF96N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F8802671C7441F305D3B4C060C7C9E09,0C02A5A902E46549A1EEA07AEF22E798
SRR31835370,2024-12-26 16:12:04,2024-12-26 16:07:11,12398266,2504449732,12398266,202,1518,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835370/SRR31835370.lite.1,SRX27195975,EF98N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533203,SAMN05330432,simple,7227,Drosophila melanogaster,EF98N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,EA5499EE4E934A645FF509CE413CECCA,9CE8D8BE53D30601F7244F6D66B97B22
SRR31835369,2024-12-26 16:17:42,2024-12-26 16:10:06,19306835,3899980670,19306835,202,2540,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835369/SRR31835369.lite.1,SRX27195976,EF9N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533205,SAMN05330433,simple,7227,Drosophila melanogaster,EF9N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F49449FCDAEC0F832F30169B04D76D66,938F78A6FE3A0CC8D499BAD402ABB63C
SRR31835368,2024-12-26 16:17:42,2024-12-26 16:10:35,16525816,3338214832,16525816,202,2058,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835368/SRR31835368.lite.1,SRX27195977,EG12N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533206,SAMN05330434,simple,7227,Drosophila melanogaster,EG12N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,99CD1AD1115737ED238DFEEE65E4CE07,D27D62EFF864AD2A148A54F471747E7B
SRR31835367,2024-12-26 16:17:42,2024-12-26 16:10:10,12057006,2435515212,12057006,202,1623,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835367/SRR31835367.lite.1,SRX27195978,EG14N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533207,SAMN05330435,simple,7227,Drosophila melanogaster,EG14N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,61F87D1B014E4982B34A0305AEB50CD6,533CF88CA47346AE05E31D05BB94780F
SRR31835366,2024-12-26 16:17:42,2024-12-26 16:10:37,17204219,3475252238,17204219,202,2077,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835366/SRR31835366.lite.1,SRX27195979,EG15N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533208,SAMN05330436,simple,7227,Drosophila melanogaster,EG15N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,1A061C98BE5E37FF1F7CD8FDF91BB1EF,4D1F617DA4267AD3410B57F8D3F8CE59
SRR31835365,2024-12-26 16:17:43,2024-12-26 16:09:41,18218807,3680199014,18218807,202,2471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835365/SRR31835365.lite.1,SRX27195980,EG16N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533209,SAMN05330437,simple,7227,Drosophila melanogaster,EG16N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,F510098C4B1AC8640A261EF08E354975,CE57623908295771CBA5FCC4E402F094
SRR31835364,2024-12-26 16:12:04,2024-12-26 16:08:45,14728915,2975240830,14728915,202,1788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835364/SRR31835364.lite.1,SRX27195981,EG25N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533210,SAMN05330438,simple,7227,Drosophila melanogaster,EG25N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2004CFBB4AA0831AAB0BE241B1B3F82E,39CC8BF72D993F12F57A5912CEAF9078
SRR31835363,2024-12-26 16:12:04,2024-12-26 16:08:24,17840970,3603875940,17840970,202,2412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835363/SRR31835363.lite.1,SRX27195982,EG26N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533211,SAMN05330439,simple,7227,Drosophila melanogaster,EG26N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,2D836FDEF198A45AE5E114DBE6E30CCE,C8139216DC66229100E5A5B64E1CD26D
SRR31835361,2024-12-26 16:12:04,2024-12-26 16:07:26,10938443,2209565486,10938443,202,1333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835361/SRR31835361.lite.1,SRX27195984,EG28N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533213,SAMN05330440,simple,7227,Drosophila melanogaster,EG28N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A1ABB4A292DB3773C6D799BD1533709B,73269D227393A1B87BC29A31CBACBB9F
SRR31835360,2024-12-26 16:12:04,2024-12-26 16:07:25,12332205,2491105410,12332205,202,1491,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835360/SRR31835360.lite.1,SRX27195985,EG29N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533214,SAMN05330441,simple,7227,Drosophila melanogaster,EG29N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,104E151E96258492014C060A7AE6EB21,8D534DC127F61026FEA132A6115D67D8
SRR31835359,2024-12-26 16:09:46,2024-12-26 16:07:04,10343200,2089326400,10343200,202,1271,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835359/SRR31835359.lite.1,SRX27195986,EG31N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533216,SAMN05330442,simple,7227,Drosophila melanogaster,EG31N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,5B7162643289A06B8A2E4FF9E993849D,E5851CCF5BB18D1229EC0505A582C3BC
SRR31835358,2024-12-26 16:12:04,2024-12-26 16:07:37,14464641,2921857482,14464641,202,2004,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835358/SRR31835358.lite.1,SRX27195987,EG33N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533215,SAMN05330443,simple,7227,Drosophila melanogaster,EG33N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,67FE0523E30E219597B43D8454B8AEBC,51D698BFD31105358F97E2EF6F6D576B
SRR31835357,2024-12-26 16:12:04,2024-12-26 16:08:24,13757290,2778972580,13757290,202,1763,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835357/SRR31835357.lite.1,SRX27195988,EG34N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533218,SAMN05330444,simple,7227,Drosophila melanogaster,EG34N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,E6CF8ECEF91899D5D37E8B74F7D7F035,25044083E8D6F8BD831CFE88B359452A
SRR31835356,2024-12-26 16:12:05,2024-12-26 16:09:13,23689337,4785246074,23689337,202,2997,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835356/SRR31835356.lite.1,SRX27195989,EG35N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533217,SAMN05330445,simple,7227,Drosophila melanogaster,EG35N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,59EAEF95F32ED3377122A55FEBBFEE7F,470055906649722B41ED9A3E0F336ECE
SRR31835355,2024-12-26 16:12:04,2024-12-26 16:09:04,15095603,3049311806,15095603,202,1983,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835355/SRR31835355.lite.1,SRX27195990,EG36N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533219,SAMN05330446,simple,7227,Drosophila melanogaster,EG36N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,AA0388FA2E592211A2ADA0202169E821,F963719604475502CE5402E572850356
SRR31835354,2024-12-26 16:12:04,2024-12-26 16:07:56,10361538,2093030676,10361538,202,1254,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835354/SRR31835354.lite.1,SRX27195991,EG38N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533220,SAMN05330447,simple,7227,Drosophila melanogaster,EG38N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,68F60DE36E6D6FD1D16DF03691FBB401,A0B2D8F890CB5BF0A2EA34CB775054A4
SRR31835353,2024-12-26 16:19:38,2024-12-26 16:14:58,32717657,6608966714,32717657,202,3955,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835353/SRR31835353.lite.1,SRX27195992,EG43N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533221,SAMN05330448,simple,7227,Drosophila melanogaster,EG43N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,656E41089BC77480278C2029812219CD,9AF41CB0EF4F39D64F58C02B1BA1EB1B
SRR31835352,2024-12-26 16:12:04,2024-12-26 16:07:48,14622836,2953812872,14622836,202,1756,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835352/SRR31835352.lite.1,SRX27195993,EG44N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1533222,SAMN05330449,simple,7227,Drosophila melanogaster,EG44N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,AAC27DD1C4D18E597A2F3A990D81B0F0,36D853BA488689D9F0581F98D303DBA8
SRR31887765,2025-01-03 16:58:43,2025-01-03 16:55:13,12518335,2528703670,12518335,202,1627,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887765/SRR31887765.lite.1,SRX27246167,EG46N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532913,SAMN05330450,simple,7227,Drosophila melanogaster,EG46N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,90C899E0C08BC7CCE87F97F2808BC5DE,5EF854458E59AF7EEF556BA5FFA09E26
SRR31835660,2024-12-26 16:12:08,2024-12-26 16:08:22,10398946,2100587092,10398946,202,1223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835660/SRR31835660.lite.1,SRX27195685,EG48N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532912,SAMN05330451,simple,7227,Drosophila melanogaster,EG48N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,FA40361C15BD24DE17CB2E4078838E0F,B43A040BD6342CF615A57B5901349E93
SRR31835659,2024-12-26 16:17:40,2024-12-26 16:10:00,19850496,4009800192,19850496,202,2471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835659/SRR31835659.lite.1,SRX27195686,EG49N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532911,SAMN05330452,simple,7227,Drosophila melanogaster,EG49N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,020231A8D034E7B607A18AB919A0328A,23F64C0913024AFF4A6968D360C12656
SRR31835658,2024-12-26 16:12:11,2024-12-26 16:08:57,13737526,2774980252,13737526,202,1864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835658/SRR31835658.lite.1,SRX27195687,EG50N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532914,SAMN05330453,simple,7227,Drosophila melanogaster,EG50N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,DDC4F7785C7937F6FB54178B8CC9AFA7,41887C835E14048AAAAA22827C01DCEF
SRR31835657,2024-12-26 16:12:04,2024-12-26 16:09:22,12479193,2520796986,12479193,202,1679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835657/SRR31835657.lite.1,SRX27195688,EG53N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532915,SAMN05330454,simple,7227,Drosophila melanogaster,EG53N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,B62063671939521BF5FA568D3BB9AB75,E025C597A6A8C52DCA8D53211CA526EE
SRR31835656,2024-12-26 16:17:40,2024-12-26 16:09:58,21843751,4412437702,21843751,202,2935,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835656/SRR31835656.lite.1,SRX27195689,EG54N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532916,SAMN05330455,simple,7227,Drosophila melanogaster,EG54N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,BA501CCC5B3FA52B4DFDA837936D0D87,6372D3E90EA8A53E2D2A4CB2BBE1B612
SRR31835655,2024-12-26 16:12:09,2024-12-26 16:08:03,12564009,2537929818,12564009,202,1540,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835655/SRR31835655.lite.1,SRX27195690,EG55N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532917,SAMN05330456,simple,7227,Drosophila melanogaster,EG55N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,3134809BD0558F6FEF878DD248022D7F,24BCC13A7F05C1A788A2E67EA5C263E7
SRR31835654,2024-12-26 16:12:10,2024-12-26 16:09:08,18120215,3660283430,18120215,202,2482,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835654/SRR31835654.lite.1,SRX27195691,EG57N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532918,SAMN05330457,simple,7227,Drosophila melanogaster,EG57N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,53E67BCB0F9F0935FEA4D078D07F5621,C591934101C200F2465281E4942D8E1F
SRR31835653,2024-12-26 16:12:10,2024-12-26 16:08:53,17685835,3572538670,17685835,202,2247,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835653/SRR31835653.lite.1,SRX27195692,EG58N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532919,SAMN05330458,simple,7227,Drosophila melanogaster,EG58N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,A207D6C450E810C995DEC51A8D7FF8DA,539FD9896FEEE814DED59D258DBBDAFE
SRR31887764,2025-01-03 16:58:43,2025-01-03 16:54:44,9720430,1963526860,9720430,202,1259,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31887/SRR31887764/SRR31887764.lite.1,SRX27246168,EG59N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532920,SAMN05330459,simple,7227,Drosophila melanogaster,EG59N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2044730,,public,0140CB5E6540A2D5FE07EE261022C3E1,4A1A20B866FB6AE28E5945F6E8A4236E
SRR31835650,2024-12-26 16:12:11,2024-12-26 16:08:17,11747175,2372929350,11747175,202,1509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835650/SRR31835650.lite.1,SRX27195695,EG65N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532922,SAMN05330460,simple,7227,Drosophila melanogaster,EG65N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,B39BF86A04605830077959F7652AC130,4F57F658958A1D4EEF63956CF6C4BA40
SRR31835649,2024-12-26 16:12:09,2024-12-26 16:09:19,14474626,2923874452,14474626,202,1927,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31835/SRR31835649/SRR31835649.lite.1,SRX27195696,EG70N,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP077652,PRJNA327349,,327349,SRS1532923,SAMN05330461,simple,7227,Drosophila melanogaster,EG70N,,,,,female,,no,,,,,UNIVERSITY OF WISCONSIN AT MADISON,SRA2041637,,public,12799EF58E4C5AD1218A2836E76D2B83,B11615893A8E7EAE64784D0F3A47F173
